DEMANDA_TOTAL;FACTOR_SOLAR;FACTOR_EOLICO;POTENCIA_SOLAR;POTENCIA_EOLICA;DEMANDA_RESIDUAL;DEMANDA_RESIDUAL_POSITIVA
1419;0.000399967;0.740154743;0.09999175;1110.232115;308.6678938;308.6678938
1316;0;0.202611625;0;303.9174375;1012.082563;1012.082563
1201;0;0.079092683;0;118.6390245;1082.360976;1082.360976
1082;0;0.295819871;0;443.7298065;638.2701935;638.2701935
976;0;0.640250648;0;960.375972;15.624028;15.624028
915;0;0.799137911;0;1198.706867;-283.7068665;0
886;0;0.668684461;0;1003.026692;-117.0266915;0
888;0;0.796474341;0;1194.711512;-306.7115115;0
916;0;0.679042194;0;1018.563291;-102.563291;0
968;0.005112932;0.37986615;1.278233;569.799225;396.922542;396.922542
1055;0.13602294;0.368994085;34.005735;553.4911275;467.5031375;467.5031375
1151;0.393903549;0.322001029;98.47588725;483.0015435;569.5225693;569.5225693
1198;0.651947327;0.231840784;162.9868318;347.761176;687.2519923;687.2519923
1211;0.820902115;0.134624276;205.2255288;201.936414;803.8380573;803.8380573
1232;0.925947732;0.138986369;231.486933;208.4795535;792.0335135;792.0335135
1226;0.961489334;0.187972637;240.3723335;281.9589555;703.668711;703.668711
1223;0.937126113;0.154219804;234.2815283;231.329706;757.3887658;757.3887658
1197;0.856955904;0.217860203;214.238976;326.7903045;655.9707195;655.9707195
1169;0.714044569;0.208062059;178.5111423;312.0930885;678.3957693;678.3957693
1148;0.516405368;0.297033442;129.101342;445.550163;573.348495;573.348495
1142;0.279092105;0.317510212;69.77302625;476.265318;595.9616558;595.9616558
1192;0.04730234;0.470278789;11.825585;705.4181835;474.7562315;474.7562315
1402;5.82E-07;0.734034381;0.0001455;1101.051572;300.948283;300.948283
1430;0;0.840481307;0;1260.721961;169.2780395;169.2780395
1402;0;0.864842018;0;1297.263027;104.736973;104.736973
1317;0;0.880100381;0;1320.150572;-3.1505715;0
1223;0;0.870369123;0;1305.553685;-82.5536845;0
1089;0;0.896892538;0;1345.338807;-256.338807;0
969;0;0.950679929;0;1426.019894;-457.0198935;0
902;0;0.974467776;0;1461.701664;-559.701664;0
877;0;0.977021525;0;1465.532288;-588.5322875;0
880;0;0.956908823;0;1435.363235;-555.3632345;0
923;0;0.855502613;0;1283.25392;-360.2539195;0
964;0.006717001;0.903972052;1.67925025;1355.958078;-393.6373283;0
1056;0.136995879;0.901898394;34.24896975;1352.847591;-331.0965608;0
1151;0.391680812;0.828607119;97.920203;1242.910679;-189.8308815;0
1196;0.546820934;0.922068514;136.7052335;1383.102771;-323.8080045;0
1213;0.614628024;0.790714932;153.657006;1186.072398;-126.729404;0
1227;0.833547287;0.492629504;208.3868218;738.944256;279.6689223;279.6689223
1209;0.853795571;0.452151358;213.4488928;678.227037;317.3240703;317.3240703
1222;0.848676089;0.408260732;212.1690223;612.391098;397.4398798;397.4398798
1210;0.548254827;0.175139455;137.0637068;262.7091825;810.2271108;810.2271108
1205;0.517033784;0.13940645;129.258446;209.109675;866.631879;866.631879
1225;0.136563855;0.15246111;34.14096375;228.691665;962.1673713;962.1673713
1300;0.051586618;0.241594495;12.8966545;362.3917425;924.711603;924.711603
1371;0.009867673;0.347708565;2.46691825;521.5628475;846.9702343;846.9702343
1425;1.53E-05;0.125716019;0.003825;188.5740285;1236.422147;1236.422147
1430;0;0.264827275;0;397.2409125;1032.759088;1032.759088
1378;0;0.44181161;0;662.717415;715.282585;715.282585
1280;0;0.950479861;0;1425.719792;-145.7197915;0
1176;0;0.907584995;0;1361.377493;-185.3774925;0
1057;0;0.859837009;0;1289.755514;-232.7555135;0
977;0;0.711147694;0;1066.721541;-89.721541;0
897;0;0.565646027;0;848.4690405;48.5309595;48.5309595
869;0;0.671393449;0;1007.090174;-138.0901735;0
884;0;0.725152837;0;1087.729256;-203.7292555;0
915;0;0.649809616;0;974.714424;-59.714424;0
959;0.007101554;0.561846419;1.7753885;842.7696285;114.454983;114.454983
1049;0.143591846;0.490978568;35.8979615;736.467852;276.6341865;276.6341865
1141;0.415804378;0.499724213;103.9510945;749.5863195;287.462586;287.462586
1188;0.578373864;0.542314433;144.593466;813.4716495;229.9348845;229.9348845
1231;0.535975872;0.58557854;133.993968;878.36781;218.638222;218.638222
1243;0.702688981;0.545895978;175.6722453;818.843967;248.4837878;248.4837878
1224;0.831900339;0.474994874;207.9750848;712.492311;303.5326043;303.5326043
1215;0.922254684;0.332636168;230.563671;498.954252;485.482077;485.482077
1193;0.766422774;0.374616558;191.6056935;561.924837;439.4694695;439.4694695
1175;0.677067346;0.320406896;169.2668365;480.610344;525.1228195;525.1228195
1163;0.443059506;0.341143447;110.7648765;511.7151705;540.519953;540.519953
1152;0.221058536;0.296455677;55.264634;444.6835155;652.0518505;652.0518505
1220;0.040416431;0.363598052;10.10410775;545.397078;664.4988143;664.4988143
1421;0;0.473311154;0;709.966731;711.033269;711.033269
1453;0;0.659927309;0;989.8909635;463.1090365;463.1090365
1408;0;0.756254018;0;1134.381027;273.618973;273.618973
1334;0;0.744509049;0;1116.763574;217.2364265;217.2364265
1226;0;0.829799321;0;1244.698982;-18.6989815;0
1130;0;0.831100748;0;1246.651122;-116.651122;0
1028;0;0.776703084;0;1165.054626;-137.054626;0
952;0;0.763154844;0;1144.732266;-192.732266;0
914;0;0.768448705;0;1152.673058;-238.6730575;0
909;0;0.7345963;0;1101.89445;-192.89445;0
914;0;0.774359449;0;1161.539174;-247.5391735;0
909;0.00966646;0.843205958;2.416615;1264.808937;-358.225552;0
951;0.176913473;0.785490162;44.22836825;1178.235243;-271.4636113;0
1041;0.430500023;0.698624799;107.6250058;1047.937199;-114.5622043;0
1110;0.654465289;0.792299268;163.6163223;1188.448902;-242.0652243;0
1117;0.823175009;0.888278182;205.7937523;1332.417273;-421.2110253;0
1131;0.920552263;0.858154972;230.1380658;1287.232458;-386.3705238;0
1130;0.948555085;0.695247233;237.1387713;1042.87085;-150.0096208;0
1114;0.9225896;0.512095942;230.6474;768.143913;115.208687;115.208687
1083;0.85024336;0.594694419;212.56084;892.0416285;-21.6024685;0
1051;0.706030755;0.49520796;176.5076888;742.81194;131.6803713;131.6803713
1052;0.490014184;0.49469482;122.503546;742.04223;187.454224;187.454224
1059;0.24964595;0.360654599;62.4114875;540.9818985;455.606614;455.606614
1137;0.040535144;0.466498537;10.133786;699.7478055;427.1184085;427.1184085
1347;5.78E-07;0.778715529;0.0001445;1168.073294;178.926562;178.926562
1359;0;0.955734781;0;1433.602172;-74.6021715;0
1313;0;0.985188757;0;1477.783136;-164.7831355;0
1234;0;0.974123701;0;1461.185552;-227.1855515;0
1152;0;0.956848916;0;1435.273374;-283.273374;0
1057;0;0.943409173;0;1415.11376;-358.1137595;0
968;0;0.92388727;0;1385.830905;-417.830905;0
900;0;0.860232616;0;1290.348924;-390.348924;0
853;0;0.759624896;0;1139.437344;-286.437344;0
836;0;0.599647211;0;899.4708165;-63.4708165;0
821;0;0.636034748;0;954.052122;-133.052122;0
788;0.008701561;0.638171491;2.17539025;957.2572365;-171.4326268;0
779;0.132576831;0.483988531;33.14420775;725.9827965;19.87299575;19.87299575
836;0.337606225;0.446178115;84.40155625;669.2671725;82.33127125;82.33127125
882;0.544437167;0.416552026;136.1092918;624.828039;121.0626693;121.0626693
922;0.481951324;0.394088977;120.487831;591.1334655;210.3787035;210.3787035
948;0.412045621;0.437421087;103.0114053;656.1316305;188.8569643;188.8569643
982;0.21207055;0.299291864;53.0176375;448.937796;480.0445665;480.0445665
1009;0.238121638;0.152012404;59.5304095;228.018606;721.4509845;721.4509845
995;0.211025764;0.104674377;52.756441;157.0115655;785.2319935;785.2319935
980;0.117744617;0.079023578;29.43615425;118.535367;832.0284788;832.0284788
984;0.070835526;0.127925961;17.7088815;191.8889415;774.402177;774.402177
1018;0.021432439;0.067239239;5.35810975;100.8588585;911.7830318;911.7830318
1071;0.006828003;0.027175403;1.70700075;40.7631045;1028.529895;1028.529895
1199;0.000503453;0.046456213;0.12586325;69.6843195;1129.189817;1129.189817
1237;0.000693052;0.068246634;0.173263;102.369951;1134.456786;1134.456786
1219;0.000399278;0.073987252;0.0998195;110.980878;1107.919303;1107.919303
1132;0;0.073909929;0;110.8648935;1021.135107;1021.135107
1024;0;0.084569496;0;126.854244;897.145756;897.145756
1036;0;0.118147427;0;177.2211405;858.7788595;858.7788595
933;0;0.240651016;0;360.976524;572.023476;572.023476
875;0;0.392227054;0;588.340581;286.659419;286.659419
866;0;0.457084374;0;685.626561;180.373439;180.373439
833;0;0.240098377;0;360.1475655;472.8524345;472.8524345
880;0;0.166644316;0;249.966474;630.033526;630.033526
921;0.004874479;0.183046001;1.21861975;274.5690015;645.2123788;645.2123788
1030;0.062777686;0.367144997;15.6944215;550.7174955;463.588083;463.588083
1124;0.224554428;0.413562326;56.138607;620.343489;447.517904;447.517904
1171;0.506502507;0.356936595;126.6256268;535.4048925;508.9694808;508.9694808
1205;0.77959054;0.357685424;194.897635;536.528136;473.574229;473.574229
1239;0.918601072;0.352561479;229.650268;528.8422185;480.5075135;480.5075135
1223;0.950201615;0.394750476;237.5504038;592.125714;393.3238823;393.3238823
1203;0.91347773;0.39793504;228.3694325;596.90256;377.7280075;377.7280075
1178;0.825683464;0.427796904;206.420866;641.695356;329.883778;329.883778
1152;0.710766479;0.374836612;177.6916198;562.254918;412.0534623;412.0534623
1136;0.508994995;0.356441361;127.2487488;534.6620415;474.0892098;474.0892098
1147;0.272955402;0.354374734;68.2388505;531.562101;547.1990485;547.1990485
1167;0.053761106;0.6003683;13.4402765;900.55245;253.0072735;253.0072735
1366;3.17E-06;0.842599779;0.0007925;1263.899669;102.099539;102.099539
1432;0;0.844894616;0;1267.341924;164.658076;164.658076
1428;0;0.871657696;0;1307.486544;120.513456;120.513456
1348;0;0.901685721;0;1352.528582;-4.5285815;0
1226;0;0.884112908;0;1326.169362;-100.169362;0
1077;0;0.912608948;0;1368.913422;-291.913422;0
970;0;0.835770764;0;1253.656146;-283.656146;0
903;0;0.814132931;0;1221.199397;-318.1993965;0
874;0;0.655380894;0;983.071341;-109.071341;0
877;0;0.698438414;0;1047.657621;-170.657621;0
916;0;0.836920997;0;1255.381496;-339.3814955;0
964;0.010820197;0.874188965;2.70504925;1311.283448;-349.9884968;0
1080;0.098477786;0.873422777;24.6194465;1310.134166;-254.753612;0
1149;0.268717594;0.886747888;67.1793985;1330.121832;-248.3012305;0
1191;0.353146453;0.863641426;88.28661325;1295.462139;-192.7487523;0
1204;0.419563753;0.773133905;104.8909383;1159.700858;-60.59179575;0
1230;0.420668467;0.648691947;105.1671168;973.0379205;151.7949628;151.7949628
1225;0.468688547;0.696405049;117.1721368;1044.607574;63.22028975;63.22028975
1207;0.304746108;0.571113673;76.186527;856.6705095;274.1429635;274.1429635
1178;0.309119036;0.450244059;77.279759;675.3660885;425.3541525;425.3541525
1160;0.322538427;0.381489555;80.63460675;572.2343325;507.1310608;507.1310608
1150;0.207245885;0.418402248;51.81147125;627.603372;470.5851568;470.5851568
1164;0.065099027;0.440758478;16.27475675;661.137717;486.5875263;486.5875263
1222;0.006980323;0.26350526;1.74508075;395.25789;824.9970293;824.9970293
1398;3.76E-06;0.273680216;0.00094;410.520324;987.478736;987.478736
1438;0;0.514749922;0;772.124883;665.875117;665.875117
1419;0;0.567824946;0;851.737419;567.262581;567.262581
1320;0;0.699572464;0;1049.358696;270.641304;270.641304
1197;0;0.701244063;0;1051.866095;145.1339055;145.1339055
1075;0;0.798853707;0;1198.280561;-123.2805605;0
963;0;0.76426097;0;1146.391455;-183.391455;0
898;0;0.51880721;0;778.210815;119.789185;119.789185
870;0;0.386737062;0;580.105593;289.894407;289.894407
876;0;0.481003009;0;721.5045135;154.4954865;154.4954865
913;0.000273088;0.458638605;0.068272;687.9579075;224.9738205;224.9738205
968;0.01113525;0.198067369;2.7838125;297.1010535;668.115134;668.115134
1089;0.167143492;0.185512768;41.785873;278.269152;768.944975;768.944975
1176;0.41984223;0.15516282;104.9605575;232.74423;838.2952125;838.2952125
1231;0.605597314;0.14026372;151.3993285;210.39558;869.2050915;869.2050915
1231;0.76537106;0.173595469;191.342765;260.3932035;779.2640315;779.2640315
1270;0.855519238;0.34568813;213.8798095;518.532195;537.5879955;537.5879955
1260;0.827179788;0.490868163;206.794947;736.3022445;316.9028085;316.9028085
1237;0.752138415;0.492033094;188.0346038;738.049641;310.9157553;310.9157553
1210;0.648486314;0.60797701;162.1215785;911.965515;135.9129065;135.9129065
1184;0.557303239;0.569571183;139.3258098;854.3567745;190.3174158;190.3174158
1174;0.419080062;0.626993388;104.7700155;940.490082;128.7399025;128.7399025
1185;0.240420188;0.689567988;60.105047;1034.351982;90.542971;90.542971
1228;0.049674362;0.700938023;12.4185905;1051.407035;164.174375;164.174375
1441;1.60E-05;0.827076857;0.004;1240.615286;200.3807145;200.3807145
1506;0;0.810756178;0;1216.134267;289.865733;289.865733
1486;0;0.870711007;0;1306.066511;179.9334895;179.9334895
1392;0;0.854085216;0;1281.127824;110.872176;110.872176
1267;0;0.856711922;0;1285.067883;-18.067883;0
1125;0;0.849721611;0;1274.582417;-149.5824165;0
1004;0;0.890587744;0;1335.881616;-331.881616;0
940;0;0.800083814;0;1200.125721;-260.125721;0
916;0;0.787228776;0;1180.843164;-264.843164;0
923;0;0.795017449;0;1192.526174;-269.5261735;0
962;0;0.718812217;0;1078.218326;-116.2183255;0
1020;0.016781797;0.677534106;4.19544925;1016.301159;-0.49660825;0
1159;0.204186709;0.395322012;51.04667725;592.983018;514.9703048;514.9703048
1211;0.448440884;0.356844521;112.110221;535.2667815;563.6229975;563.6229975
1245;0.66686023;0.206824573;166.7150575;310.2368595;768.048083;768.048083
1260;0.799700719;0.199229747;199.9251798;298.8446205;761.2301998;761.2301998
1287;0.897991257;0.282143516;224.4978143;423.215274;639.2869118;639.2869118
1264;0.923427042;0.382413867;230.8567605;573.6208005;459.522439;459.522439
1239;0.913641404;0.576068165;228.410351;864.1022475;146.4874015;146.4874015
1217;0.8281923;0.600468654;207.048075;900.702981;109.248944;109.248944
1195;0.688587694;0.486378181;172.1469235;729.5672715;293.285805;293.285805
1192;0.482298908;0.511939016;120.574727;767.908524;303.516749;303.516749
1196;0.23569713;0.590960775;58.9242825;886.4411625;250.634555;250.634555
1269;0.032752267;0.722347024;8.18806675;1083.520536;177.2913973;177.2913973
1463;0;0.879376901;0;1319.065352;143.9346485;143.9346485
1550;0;0.921543122;0;1382.314683;167.685317;167.685317
1510;0;0.947216249;0;1420.824374;89.1756265;89.1756265
1404;0;0.979032924;0;1468.549386;-64.549386;0
1300;0;0.983533969;0;1475.300954;-175.3009535;0
1172;0;0.979661992;0;1469.492988;-297.492988;0
1047;0;0.992733842;0;1489.100763;-442.100763;0
975;0;0.995920376;0;1493.880564;-518.880564;0
946;0;0.991678236;0;1487.517354;-541.517354;0
946;0;0.98571932;0;1478.57898;-532.57898;0
985;0;0.986194891;0;1479.292337;-494.2923365;0
1038;0.001824927;0.992777963;0.45623175;1489.166945;-451.6231763;0
1135;0.028499132;0.992628952;7.124783;1488.943428;-361.068211;0
1189;0.079694464;0.998817431;19.923616;1498.226147;-329.1497625;0
1239;0.187600107;0.999586381;46.90002675;1499.379572;-307.2795983;0
1236;0.277778001;0.997197811;69.44450025;1495.796717;-329.2412168;0
1247;0.362727121;0.991293773;90.68178025;1486.94066;-330.6224398;0
1244;0.482022755;0.961816137;120.5056888;1442.724206;-319.2298943;0
1235;0.278627262;0.919347672;69.6568155;1379.021508;-213.6783235;0
1219;0.232008382;0.912380715;58.0020955;1368.571073;-207.573168;0
1206;0.148012358;0.846615878;37.0030895;1269.923817;-100.9269065;0
1212;0.079208903;0.966539404;19.80222575;1449.809106;-257.6113318;0
1214;0.052420815;0.908291729;13.10520375;1362.437594;-161.5427973;0
1318;0.011305161;0.933566609;2.82629025;1400.349914;-85.17620375;0
1459;0.000436321;0.984219713;0.10908025;1476.32957;-17.43864975;0
1486;0.000530229;0.977333687;0.13255725;1466.000531;19.86691225;19.86691225
1464;0.000498922;0.993882537;0.1247305;1490.823806;-26.948536;0
1384;0;0.99931241;0;1498.968615;-114.968615;0
1276;0;0.999871058;0;1499.806587;-223.806587;0
1163;0;1;0;1500;-337;0
1059;0;0.99999284;0;1499.98926;-440.98926;0
984;0;0.999773973;0;1499.66096;-515.6609595;0
948;0;0.999337398;0;1499.006097;-551.006097;0
937;0;0.999694977;0;1499.542466;-562.5424655;0
946;0.003014691;0.998124494;0.75367275;1497.186741;-551.9404138;0
947;0.006728742;0.999052857;1.6821855;1498.579286;-553.261471;0
980;0.050274553;0.999299689;12.56863825;1498.949534;-531.5181718;0
1074;0.134027481;0.999839218;33.50687025;1499.758827;-459.2656973;0
1156;0.284038103;0.998947273;71.00952575;1498.42091;-413.4304353;0
1195;0.44539957;0.998182609;111.3498925;1497.273914;-413.623806;0
1224;0.551814877;0.999932682;137.9537193;1499.899023;-413.8527423;0
1232;0.476134595;0.999933238;119.0336488;1499.899857;-386.9335058;0
1223;0.49388917;0.999788754;123.4722925;1499.683131;-400.1554235;0
1192;0.286052515;0.999928437;71.51312875;1499.892656;-379.4057843;0
1165;0.256716883;0.999957037;64.17922075;1499.935556;-399.1147763;0
1165;0.189517411;0.999949295;47.37935275;1499.923943;-382.3032953;0
1169;0.118817519;0.999837669;29.70437975;1499.756504;-360.4608833;0
1248;0.026650405;0.999983965;6.66260125;1499.975948;-258.6385488;0
1393;0.00031195;0.999904573;0.0779875;1499.85686;-106.934847;0
1398;0.00111921;0.996130938;0.2798025;1494.196407;-96.4762095;0
1343;0.001144468;0.969747394;0.286117;1454.621091;-111.907208;0
1254;0;0.993298061;0;1489.947092;-235.9470915;0
1146;0;0.951355336;0;1427.033004;-281.033004;0
1055;0;0.879273729;0;1318.910594;-263.9105935;0
1008;0;0.89250307;0;1338.754605;-330.754605;0
961;0;0.903795404;0;1355.693106;-394.693106;0
903;0;0.865608614;0;1298.412921;-395.412921;0
859;0;0.968585388;0;1452.878082;-593.878082;0
846;0;0.98982956;0;1484.74434;-638.74434;0
846;0.001871889;0.98978464;0.46797225;1484.67696;-639.1449323;0
820;0.01394631;0.965874955;3.4865775;1448.812433;-632.29901;0
830;0.041505394;0.943531155;10.3763485;1415.296733;-595.673081;0
903;0.048784626;0.783093711;12.1961565;1174.640567;-283.836723;0
983;0.118719987;0.950421859;29.67999675;1425.632789;-472.3127853;0
1050;0.204086409;0.87309248;51.02160225;1309.63872;-310.6603223;0
1090;0.115743065;0.869127241;28.93576625;1303.690862;-242.6266278;0
1095;0.248594188;0.876875339;62.148547;1315.313009;-282.4615555;0
1063;0.103243558;0.848484638;25.8108895;1272.726957;-235.5378465;0
1028;0.072712923;0.416635634;18.17823075;624.953451;384.8683183;384.8683183
1022;0.068478193;0.626066931;17.11954825;939.1003965;65.78005525;65.78005525
1028;0.055128495;0.723553827;13.78212375;1085.330741;-71.11286425;0
1049;0.006408317;0.492014234;1.60207925;738.021351;309.3765698;309.3765698
1114;0.001411779;0.83372666;0.35294475;1250.58999;-136.9429348;0
1267;0.001172925;0.55420403;0.29323125;831.306045;435.4007238;435.4007238
1320;0;0.336102943;0;504.1544145;815.8455855;815.8455855
1303;0;0.211260609;0;316.8909135;986.1090865;986.1090865
1192;0;0.277165894;0;415.748841;776.251159;776.251159
1086;0;0.437435954;0;656.153931;429.846069;429.846069
970;0;0.299319097;0;448.9786455;521.0213545;521.0213545
911;0;0.301845368;0;452.768052;458.231948;458.231948
868;0;0.158940063;0;238.4100945;629.5899055;629.5899055
862;0.000556007;0.134603152;0.13900175;201.904728;659.9562703;659.9562703
893;0.000518025;0.114695313;0.12950625;172.0429695;720.8275243;720.8275243
989;0.004053922;0.163321197;1.0134805;244.9817955;743.004724;743.004724
1116;0.055905924;0.092078727;13.976481;138.1180905;963.9054285;963.9054285
1159;0.181064277;0.06406387;45.26606925;96.095805;1017.638126;1017.638126
1205;0.344081528;0.126037164;86.020382;189.055746;929.923872;929.923872
1246;0.742407377;0.209456298;185.6018443;314.184447;746.2137088;746.2137088
1276;0.686878905;0.190114756;171.7197263;285.172134;819.1081398;819.1081398
1260;0.896831178;0.168792161;224.2077945;253.1882415;782.603964;782.603964
1253;0.813994259;0.171302563;203.4985648;256.9538445;792.5475908;792.5475908
1230;0.747082287;0.209921499;186.7705718;314.8822485;728.3471798;728.3471798
1195;0.484269396;0.208193628;121.067349;312.290442;761.642209;761.642209
1177;0.392379178;0.187337209;98.0947945;281.0058135;797.899392;797.899392
1168;0.234628283;0.225634526;58.65707075;338.451789;770.8911403;770.8911403
1154;0.057045732;0.252183414;14.261433;378.275121;761.463446;761.463446
1188;4.51E-05;0.305290227;0.011275;457.9353405;730.0533845;730.0533845
1400;0;0.240006649;0;360.0099735;1039.990027;1039.990027
1446;0;0.139896088;0;209.844132;1236.155868;1236.155868
1370;0;0.122040711;0;183.0610665;1186.938934;1186.938934
1257;0;0.087291165;0;130.9367475;1126.063253;1126.063253
1119;0;0.028043137;0;42.0647055;1076.935295;1076.935295
992;0;0.045927571;0;68.8913565;923.1086435;923.1086435
912;0;0.099101182;0;148.651773;763.348227;763.348227
877;0;0.049053253;0;73.5798795;803.4201205;803.4201205
874;0;0.069797663;0;104.6964945;769.3035055;769.3035055
901;5.92E-07;0.061421137;0.000148;92.1317055;808.8681465;808.8681465
1006;0.014788834;0.054647106;3.6972085;81.970659;920.3321325;920.3321325
1103;0.118526229;0.039955074;29.63155725;59.932611;1013.435832;1013.435832
1161;0.241082769;0.020894607;60.27069225;31.3419105;1069.387397;1069.387397
1194;0.348314601;0.033667608;87.07865025;50.501412;1056.419938;1056.419938
1211;0.442774496;0.036035435;110.693624;54.0531525;1046.253224;1046.253224
1242;0.558295173;0.035692968;139.5737933;53.539452;1048.886755;1048.886755
1242;0.540074804;0.058548058;135.018701;87.822087;1019.159212;1019.159212
1246;0.753987279;0.064636338;188.4968198;96.954507;960.5486733;960.5486733
1231;0.747636813;0.060622772;186.9092033;90.934158;953.1566388;953.1566388
1214;0.62888156;0.047861156;157.22039;71.791734;984.987876;984.987876
1206;0.484530863;0.030773866;121.1327158;46.160799;1038.706485;1038.706485
1199;0.270792147;0.02422013;67.69803675;36.330195;1094.971768;1094.971768
1192;0.066221923;0.021969337;16.55548075;32.9540055;1142.490514;1142.490514
1211;9.56E-05;0.045673586;0.0239;68.510379;1142.465721;1142.465721
1415;0;0.075277814;0;112.916721;1302.083279;1302.083279
1447;0;0.124742871;0;187.1143065;1259.885694;1259.885694
1381;0;0.17607418;0;264.11127;1116.88873;1116.88873
1253;0;0.187442081;0;281.1631215;971.8368785;971.8368785
1109;0;0.333913379;0;500.8700685;608.1299315;608.1299315
985;0;0.495790181;0;743.6852715;241.3147285;241.3147285
889;0;0.509000192;0;763.500288;125.499712;125.499712
844;0;0.498554414;0;747.831621;96.168379;96.168379
827;0;0.557379055;0;836.0685825;-9.0685825;0
853;1.76E-06;0.529088937;0.00044;793.6334055;59.3661545;59.3661545
961;0.027893379;0.647615539;6.97334475;971.4233085;-17.39665325;0
1055;0.210355647;0.595285606;52.58891175;892.928409;109.4826793;109.4826793
1138;0.44692899;0.399931985;111.7322475;599.8979775;426.369775;426.369775
1225;0.645520501;0.227075657;161.3801253;340.6134855;723.0063893;723.0063893
1254;0.783876517;0.196318687;195.9691293;294.4780305;763.5528403;763.5528403
1277;0.814682998;0.182300201;203.6707495;273.4503015;799.878949;799.878949
1254;0.841479691;0.24505895;210.3699228;367.588425;676.0416523;676.0416523
1251;0.791417014;0.235313721;197.8542535;352.9705815;700.175165;700.175165
1236;0.722402402;0.267238159;180.6006005;400.8572385;654.542161;654.542161
1225;0.500309321;0.262388266;125.0773303;393.582399;706.3402708;706.3402708
1209;0.403370312;0.277639452;100.842578;416.459178;691.698244;691.698244
1184;0.190195069;0.316097342;47.54876725;474.146013;662.3052198;662.3052198
1203;0.042113552;0.307991604;10.528388;461.987406;730.484206;730.484206
1202;4.15E-05;0.440152312;0.010375;660.228468;541.761157;541.761157
1364;0;0.659442215;0;989.1633225;374.8366775;374.8366775
1364;0;0.880205858;0;1320.308787;43.691213;43.691213
1283;0;0.889195068;0;1333.792602;-50.792602;0
1225;0;0.871212911;0;1306.819367;-81.8193665;0
1094;0;0.774938911;0;1162.408367;-68.4083665;0
975;0;0.785091807;0;1177.637711;-202.6377105;0
926;0;0.875251673;0;1312.87751;-386.8775095;0
899;0;0.901103471;0;1351.655207;-452.6552065;0
890;0.000430077;0.87725283;0.10751925;1315.879245;-425.9867643;0
912;0.000101322;0.918443737;0.0253305;1377.665606;-465.690936;0
999;0.000624443;0.883358887;0.15611075;1325.038331;-326.1944413;0
1078;0.006969735;0.502719558;1.74243375;754.079337;322.1782293;322.1782293
1138;0.021788194;0.273978031;5.4470485;410.9670465;721.585905;721.585905
1189;0.036175276;0.657050061;9.043819;985.5750915;194.3810895;194.3810895
1212;0.051869864;0.644510204;12.967466;966.765306;232.267228;232.267228
1248;0.297388218;0.60240595;74.3470545;903.608925;270.0440205;270.0440205
1258;0.395034951;0.692345732;98.75873775;1038.518598;120.7226643;120.7226643
1280;0.55656897;0.514971263;139.1422425;772.4568945;368.400863;368.400863
1262;0.530174331;0.422816277;132.5435828;634.2244155;495.2320018;495.2320018
1258;0.408515298;0.359142002;102.1288245;538.713003;617.1581725;617.1581725
1250;0.271651707;0.344546136;67.91292675;516.819204;665.2678693;665.2678693
1271;0.122683872;0.381268768;30.670968;571.903152;668.42588;668.42588
1284;0.034491294;0.403651156;8.6228235;605.476734;669.9004425;669.9004425
1319;0.000148871;0.469188696;0.03721775;703.783044;615.1797383;615.1797383
1449;8.66E-06;0.401779066;0.002165;602.668599;846.329236;846.329236
1447;0;0.463665242;0;695.497863;751.502137;751.502137
1359;0;0.769176718;0;1153.765077;205.234923;205.234923
1239;0;0.818662943;0;1227.994415;11.0055855;11.0055855
1106;0;0.931795318;0;1397.692977;-291.692977;0
999;0;0.978115185;0;1467.172778;-468.1727775;0
927;0;0.9931333;0;1489.69995;-562.69995;0
889;0;0.966862611;0;1450.293917;-561.2939165;0
892;0;0.983205626;0;1474.808439;-582.808439;0
918;0;0.977954975;0;1466.932463;-548.9324625;0
1023;0.003204098;0.947379482;0.8010245;1421.069223;-398.8702475;0
1105;0.028468614;0.846318096;7.1171535;1269.477144;-171.5942975;0
1176;0.103970866;0.896802318;25.9927165;1345.203477;-195.1961935;0
1230;0.215351362;0.756538312;53.8378405;1134.807468;41.3546915;41.3546915
1236;0.292130753;0.596958393;73.03268825;895.4375895;267.5297223;267.5297223
1253;0.302123274;0.599057532;75.5308185;898.586298;278.8828835;278.8828835
1246;0.30699955;0.571227091;76.7498875;856.8406365;312.409476;312.409476
1240;0.351839007;0.555806284;87.95975175;833.709426;318.3308223;318.3308223
1198;0.382436044;0.494284541;95.609011;741.4268115;360.9641775;360.9641775
1169;0.407777054;0.381548643;101.9442635;572.3229645;494.732772;494.732772
1161;0.418642005;0.419737335;104.6605013;629.6060025;426.7334963;426.7334963
1141;0.274248589;0.336306483;68.56214725;504.4597245;567.9781283;567.9781283
1128;0.052047586;0.301332608;13.0118965;451.998912;662.9891915;662.9891915
1184;9.55E-05;0.408451778;0.023875;612.677667;571.298458;571.298458
1361;0;0.465565653;0;698.3484795;662.6515205;662.6515205
1401;0;0.571731455;0;857.5971825;543.4028175;543.4028175
1359;0;0.413835549;0;620.7533235;738.2466765;738.2466765
1264;0;0.521651367;0;782.4770505;481.5229495;481.5229495
1146;0;0.480631424;0;720.947136;425.052864;425.052864
1045;0;0.397203404;0;595.805106;449.194894;449.194894
957;0;0.316396471;0;474.5947065;482.4052935;482.4052935
908;0;0.365689498;0;548.534247;359.465753;359.465753
